N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO_PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO
N1165;PE;11476;PNSU;48532;2062791;CONSTRUCCION DEL SISTEMA DE DESAGUE DEL SECTOR MAPRESA - NARANJILLO, DISTRITO DE LUYANDO - LEONCIO PRADO - HUANUCO;MUNICIPALIDAD DISTRITAL DE LUYANDO;HUANUCO;LEONCIO PRADO;LUYANDO;2203;8673811.27;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1166;PE;11476;PNSU;28481;2054980;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN LAS POBLACIONES DE ONGOY,CALLAPAYOCC,COMUNPAMPA,DISTRITO ONGOY,PROVINCIA CHINCHEROS, DEPARTAMENTO  APURIMAC;GOBIERNO REGIONAL APURIMAC;APURIMAC;CHINCHEROS;ONGOY;2175;1210746;Transferencia;Indirecta;OBRA;Concluido
N1167;PE;11476;PNSU;190859;0;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE DEL SECTOR 80: A.H. FORTIN CAYCHO Y A.H. MORADORES DEL PASAJE VENUS, DISTRITO DE LOS OLIVOS - LIMA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;LOS OLIVOS;559;670780.22;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1168;PE;11476;PNSU;34325;2061265;AMPLIACION DE REDES DE AGUA POTABLE, ALCANTARILLADO Y CONEXIONES DOMICILIARIAS EN LA U.V. ERNESTO VILCHEZ ALCANTARA - FERREÑAFE;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE LAMBAYEQUE S.A.;LAMBAYEQUE;FERREÑAFE;FERREÑAFE;1975;830133;Transferencia;Indirecta;OBRA;Concluido
N1169;PE;11476;PNSU;93285;2077252;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD SAN PEDRO DE PERICO, DISTRITO DE CHIRINOS - SAN IGNACIO - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE CHIRINOS;CAJAMARCA;SAN IGNACIO;CHIRINOS;1727;2025259.74;Transferencia;Indirecta;OBRA;Concluido
N1170;PE;11476;PNSU;159903;2121719;CONSTRUCCION DE SISTEMA DE AGUA POTABLE Y SISTEMAS DE SANEAMIENTO DE LAS LOCALIDADES DE MONTEALEGRE, YANAPOZO, CHALLUAYACU Y NUEVA LUZ, DISTRITO DE LIMABAMBA - RODRIGUEZ DE MENDOZA - AMAZONAS, II ETAPA META: CONSTRUCCION DEL SISTEMA DE SANEAMIENTO DE LAS LOCALIDADES DE MONTE ALEGRE, YANAPOZO, CHALLUAYACU Y NUEVA LUZ;MUNICIPALIDAD DISTRITAL DE LIMABAMBA;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;1301;5729646.97;Transferencia;Indirecta;OBRA;Concluido
N1171;PE;11476;PNSU;23374;2028907;INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA ASOCIACION DE VIVIENDA EL ALTIPLANO - CONO NORTE - YURA - AREQUIPA;MUNICIPALIDAD PROVINCIAL DE AREQUIPA;AREQUIPA;AREQUIPA;YURA;3011;165913.57;Transferencia;Indirecta;OBRA;Concluido
N1172;PE;11476;PNSU;218650;2160477;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS DE SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE SAN JUAN DE CCARHUACC, DISTRITO DE YAULI - HUANCAVELICA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE YAULI;HUANCAVELICA;HUANCAVELICA;YAULI;2269;3266301.18;Transferencia;Indirecta;OBRA;Concluido
N1173;PE;11476;PNSU;50588;2087457;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE CHUPURO - HUANCAYO - JUNIN.;GOBIERNO REGIONAL JUNIN;JUNIN;HUANCAYO;CHUPURO;2024;5835720.91;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1174;PE;11476;PNSU;238817;2179026;INSTALACION Y REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL SECTOR NOR ESTE PERIFERICO DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;MUNICIPALIDAD PROVINCIAL DE HUARAL;LIMA;HUARAL;HUARAL;8546;4351360.58;Transferencia;Indirecta;OBRA;Concluido
N1175;PE;11476;PNSU;172693;2140458;CION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO DEL SECTOR RIO SECO - CARTAVIO, DISTRITO DE SANTIAGO DE CAO - ASCOPE - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE SANTIAGO DE CAO;LA LIBERTAD;ASCOPE;SANTIAGO DE CAO;351;675388.64;Transferencia;Indirecta;OBRA;Concluido
N1176;PE;11476;PNSU;68954;2311510;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES DE LAS LOCALIDADES DEL CONO SUR DE AYACUCHO;GOBIERNO REGION AYACUCHO;AYACUCHO;HUAMANGA;CARMEN ALTO;28500;164311765;Transferencia;Indirecta;EXPEDIENTE TECNICO;Convenio y/o Contrato Resuelto
N1177;PE;11476;PNSU;88800;2134759;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE E INSTALACIONES DE LETRINAS EN PATALA - LIBERTAD - MARCAVALLE - PACHACHACA - PUCARA, DEL DISTRITO DE PUCARA, PROVINCIA HUANCAYO, - JUNÍN.;GOBIERNO REGIONAL JUNIN;JUNIN;HUANCAYO;PUCARA;5220;4546339.36;Transferencia;Indirecta;OBRA;Concluido
N1178;PE;11476;PNSU;66962;2067809;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LOS SECTORES DE SAN PEDRO DE PUTINA PUNCO, PROVINCIA DE SANDIA - PUNO;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE PUTINA PUNCO;PUNO;SANDIA;SAN PEDRO DE PUTINA PUNCO;2813;2273274;Transferencia;Indirecta;OBRA;Concluido
N1179;PE;11476;PNSU;23096;2023405;AMPLIACION Y MEJORAMIENTO  SISTEMA DE SANEAMIENTO BASICO DE CHAULAN - HUANUCO.;MUNICIPALIDAD PROVINCIAL DE HUANUCO;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;2100;307080;Transferencia;Indirecta;OBRA;Concluido
N1180;PE;11476;PNSU;136643;0;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL A.H. RICARDO PALMA, DISTRITO CERCADO DE LIMA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;LIMA;945;1641953;Transferencia;Indirecta;OBRA;Concluido
N1181;PE;11476;PNSU;170194;2209849;INSTALACION Y AMPLIACION DE REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACION DE VIVIENDA RESIDENCIAL EL OLIVAR, DE LA CIUDAD DE TACNA, PROVINCIA DE TACNA - TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;325;709188.62;Transferencia;Directa;OBRA;Concluido
N1182;PE;11476;PNSU;278899;2252082;MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LOS SECTORES MAS CRITICOS DE LOS DISTRITOS  DE PISCO, SAN ANDRES Y TUPAC AMARU INCA, PROVINCIA DE PISCO, DEPARTAMENTO DE ICA;EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO S.A.;ICA;PISCO;SAN ANDRES,TUPAC AMARU INCA,PISCO;11515;4171059.94;Transferencia;Indirecta;OBRA;Actos Previos
N1183;PE;11476;PNSU;46517;2056443;MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO MENOR EL MILAGRO;SEDALIB S. A.;LA LIBERTAD;TRUJILLO;HUANCHACO;20766;22358927;Transferencia;Indirecta;OBRA;Concluido
N1184;PE;11476;PNSU;208033;2215965;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE HUALLA, DISTRITO DE HUALLA, PROVINCIA DE VICTOR FAJARDO - AYACUCHO;MUNICIPALIDAD DISTRITAL DE HUALLA;AYACUCHO;VICTOR FAJARDO;HUALLA;2474;2405849.79;Transferencia;Indirecta;OBRA;Concluido
N1185;PE;11476;PNSU;232798;2327661;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA AV. JUAN BOSCO TRAMO PROLONGACION TACNA - MARIO GALAN PIURA - PIURA;ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO GRAU S.A.;PIURA;PIURA;PIURA;50755;19145275.84;Transferencia;Indirecta;OBRA;Concluido
N1186;PE;11476;PNSU;30294;2059966;AMPLIACION Y MEJORAMIENTO DEL SISTEMA INTEGRAL DE AGUA POTABLE Y ALCANTARILLADO DE LOS ASENTAMIENTOS HUMANOS DEL SECTOR NORESTE DE CASTILLA -PIURA;MUNICIPALIDAD DISTRITAL DE CASTILLA;PIURA;PIURA;CASTILLA;54168;37367539.8;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1187;PE;11476;PNSU;24719;2038130;AMPLIACION DE LAS REDES DE ALCANTARILLADO, AGUA POTABLE, CONEXIONES DOMICILIARIAS Y LINEAS DE REFORZAMIENTO DE LA AMPLIACION DEL PP.JJ. VICTOR RAUL HAYA DE LA TORRE, LA VICTORIA - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE LA VICTORIA;LAMBAYEQUE;CHICLAYO;LA VICTORIA;3801;1118153;Transferencia;Indirecta;OBRA;Concluido
N1188;PE;11476;PNSU;172155;2135852;AMPLIACION DEL SISTEMA DE ALCANTARILLADO SANITARIO EN LOS SECTORES, VISTA ALEGRE, SAN CRISTOBAL ALTO Y SR. DE QUINUAPATA DEL BARRIO LA ESPERANZA ., DISTRITO DE CHILCA - HUANCAYO - JUNIN;MUNICIPALIDAD DISTRITAL DE CHILCA;JUNIN;HUANCAYO;CHILCA;1339;723000.17;Transferencia;Directa;OBRA;Concluido
N1189;PE;11476;PNSU;45344;2044612;CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO DE SANTO TOMAS, DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;LORETO;MAYNAS;SAN JUAN BAUTISTA;1781;1954057;Transferencia;Indirecta;OBRA;Concluido
N1190;PE;11476;PNSU;23451;2025666;MEJORAMIENTO INTEGRAL DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PEDREGAL GRANDE Y ANEXOS;MUNICIPALIDAD PROVINCIAL DE PIURA;PIURA;PIURA;CATACAOS;3929;1617068;Transferencia;Indirecta;OBRA;Convenio y/o Contrato Resuelto
N1191;PE;11476;PNSU;114009;2095202;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y TRATAMIENTO DE AGUAS SERVIDAS EN LA LOCALIDAD DE SAN JOSE DE SECCE, DISTRITO DE SANTILLANA - HUANTA - AYACUCHO;MUNICIPALIDAD DISTRITAL DE SANTILLANA;AYACUCHO;HUANTA;SANTILLANA;846;298499.51;Transferencia;Directa;OBRA;Concluido
N1192;PE;11476;PNSU;295185;2197003;MEJORAMIENTO DE LA LINEA DE CONDUCCION Y CONSTRUCCION DE DESARENADOR, PRE FILTRO Y FILTRO LENTO DEL SISTEMA DE AGUA POTABLE EN EL DISTRITO DE SAN NICOLÁS, PROVINCIA DE RODRIGUEZ DE MENDOZA - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE RODRIGUEZ DE MENDOZA - SAN NICOLAS;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;3670;3114939.73;Transferencia;Indirecta;OBRA;Concluido
N1193;PE;11476;PNSU;45895;2041811;MEJORAMIENTO DE REDES ALCANTARILLADO SANITARIO DE LAS CALLES DE LA URB. EL ALAMBRE - TRUJILLO;SEDALIB S. A.;LA LIBERTAD;TRUJILLO;TRUJILLO;1690;747558;Transferencia;Directa;OBRA;Concluido
N1194;PE;11476;PNSU;64125;2057312;AMPLIACION RED DE ALCANTARILLADO DE LOS TRAMOS PRINCIPAL (JR. HUAYNA ROQUE A JR. MARIANO NUÑEZ), CABANA Y RAUL PORRAS, ADYACENTE AL CONDUCTO DE EVACUACION DEL RIO TOROCOCHA, EN LA CIUDAD DE JULIACA, PROVINCIA DE SAN ROMAN - PUNO;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO DE JULIACA S.A.;PUNO;SAN ROMAN;JULIACA;2985;1291298;Transferencia;Directa;OBRA;Concluido
N1195;PE;11476;PNSU;365159;2328824;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS BARRIOS 01, 02, 03, 06, 08, 09 Y 12, DISTRITO DE FLORENCIA DE MORA - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE FLORENCIA DE MORA;LA LIBERTAD;TRUJILLO;FLORENCIA DE MORA,LAREDO,EL PORVENIR,TRUJILLO;10686;77051358.81;Transferencia;Indirecta;OBRA;En Ejecución
N1196;PE;11476;PNSU;28582;2030171;CONSTRUCCION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL C.P. CAPOTE-PICSI;MUNICIPALIDAD DISTRITAL DE PICSI;LAMBAYEQUE;CHICLAYO;PICSI;2303;6865830.67;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1197;PE;11476;PNSU;50499;2047189;AMPLIACION DEL SISTEMA DE AGUA Y CONSTRUCCION DEL SISTEMA DE DESAGUE DE SAN JUAN DE YANACOCHA, PROVINCIA DE DANIEL ALCIDES CARRION - PASCO;MUNICIPALIDAD PROVINCIAL DE DANIEL CARRION;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;1910;1416790;Transferencia;Indirecta;OBRA;Concluido
N1198;PE;11476;PNSU;26153;2034162;CONSTRUCCION DE UN SISTEMA DE DRENAJE PLUVIAL EN EL AH 9 DE OCTUBRE TALARA;MUNICIPALIDAD PROVINCIAL DE TALARA;PIURA;TALARA;PARIÑAS;10746;5921460;Transferencia;Indirecta;OBRA;Concluido
N1199;PE;11476;PNSU;152254;2158874;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN EL SECTOR 11 , DISTRITO DE MANANTAY - CORONEL PORTILLO - UCAYALI;GOBIERNO REGIONAL DE UCAYALI;UCAYALI;CORONEL PORTILLO;MANANTAY;19206;65580632.1;Transferencia;Indirecta;OBRA;Concluido
N1200;PE;11476;PNSU;205965;2214162;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN LA URBANIZACION JARDIN DEL DISTRITO DE SULLANA, PROVINCIA DE SULLANA - PIURA;MUNICIPALIDAD PROVINCIAL DE SULLANA;PIURA;SULLANA;SULLANA;3521;4679965;Transferencia;Indirecta;OBRA;Concluido
N1201;PE;11476;PNSU;331266;2289678;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO E INSTALACION DE PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE HUANCABAMBA DEL DISTRITO DE JOSE MARIA ARGUEDAS, PROVINCIA DE ANDAHUAYLAS - APURIMAC;MUNICIPALIDAD DISTRITAL DE JOSE MARÍA ARGUEDAS;APURIMAC;ANDAHUAYLAS;JOSE MARIA ARGUEDAS;3553;24401644.91;Transferencia;Indirecta;OBRA;En Ejecución
N1202;PE;11476;PNSU;109507;2098821;CONSTRUCCION DE UN NUEVO SISTEMA DE AGUA POTABLE E INSTALACION DEL SANEAMIENTO BÁSICO DE LA CC. NN. DE KIGKIS, DEL DISTRITO DE NIEVA, PROVINCIA DE CONDORCANQUI - AMAZONAS;MUNICIPALIDAD PROVINCIAL DE CONDORCANQUI;AMAZONAS;CONDORCANQUI;NIEVA;715;2703097.39;Transferencia;Indirecta;OBRA;Concluido
N1203;PE;11476;PNSU;116362;2102121;INSTALACION REDES DE ALCANTARILLADO Y SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES EN EL CPM. DE UÑIGAN, DISTRITO DE PACCHA, PROVINCIA DE CHOTA - CAJAMARCA;MUNICIPALIDAD DISTRITAL DE PACCHA;CAJAMARCA;CHOTA;PACCHA;524;458666;Transferencia;Indirecta;OBRA;Concluido
N1204;PE;11476;PNSU;75132;2070689;MEJORAMIENTO E INSTALACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL ASENTAMIENTO HUMANO CRUCE EL MILAGRO, PROVINCIA DE PACASMAYO - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE PACASMAYO;LA LIBERTAD;PACASMAYO;SAN PEDRO DE LLOC;3605;5601889.92;Transferencia;Indirecta;OBRA;Concluido
N1205;PE;11476;PNSU;83948;2094097;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE NASCA Y VISTA ALEGRE;REGION ICA-SEDE CENTRAL;ICA;NAZCA;NAZCA;35657;44773843.67;Transferencia;Indirecta;OBRA;Paralizada
N1206;PE;11476;PNSU;78971;2072099;INSTALACION DEL SERVICIO DE AGUA POTABLE Y LETRINAS EN LA COMUNIDAD DE ORONCCOY, DISTRITO DE CHUNGUI - LA MAR - AYACUCHO;MUNICIPALIDAD DISTRITAL DE CHUNGUI;AYACUCHO;LA MAR;CHUNGUI;209;186876.17;Transferencia;Directa;OBRA;Concluido
N1207;PE;11476;PNSU;23558;2030766;AMPLIACION DE REDES DE AGUA POTABLE EN LA JUNTA VECINAL GRAN MARISCAL MILLER. DISTRITO DE TACNA;MUNICIPALIDAD PROVINCIAL DE TACNA;TACNA;TACNA;TACNA;360;80186.97;Transferencia;Directa;OBRA;Concluido
N1208;PE;11476;PNSU;249600;2167713;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LAS ASOCIACIONES DE VIVIENDA SAN JUAN DE DIOS, SAN PEDRO Y SAN PABLO, DISTRITO DE ALTO DE LA ALIANZA - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA;TACNA;TACNA;ALTO DE LA ALIANZA;2590;3142499.29;Transferencia;Indirecta;OBRA;Concluido
N1209;PE;11476;PNSU;46524;2064854;INSTALACION DEL SISTEMA DE SANEAMIENTO DE LA COMUNIDAD DE LLAMOCCTACHI CHINCHO, DISTRITO DE CHINCHO - ANGARAES - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE CHINCHO;HUANCAVELICA;ANGARAES;CHINCHO;315;328801;Transferencia;Indirecta;OBRA;Concluido
N1210;PE;11476;PNSU;42305;2044654;CONSTRUCCIÓN SISTEMA DE AGUA POTABLE Y SANEAMIENTO DEL CENTRO POBLADO DE QUICHAS, PROVINCIA DE OYON - LIMA (POR ANULAR;MUNICIPALIDAD PROVINCIAL DE OYON;LIMA;OYON;OYON;975;2790670;Transferencia;Indirecta;OBRA;Concluido
N1211;PE;11476;PNSU;296448;2245138;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE LA LOCALIDAD DE PASARRAYA, DEL DISTRITO DE ALTO SAPOSOA, PROVINCIA DE HUALLAGA - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE ALTO SAPOSOA;SAN MARTIN;HUALLAGA;ALTO SAPOSOA;2100;7590471.16;Transferencia;Indirecta;OBRA;Concluido
N1212;PE;11476;PNSU;279172;2194055;AMPLIACION Y MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y DESAGUE  EN LA CIUDAD DE URUBAMBA DEL DISTRITO DE URUBAMBA, PROVINCIA DE URUBAMBA - CUSCO;MUNICIPALIDAD PROVINCIAL DE URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;23033;80187690;Transferencia;Indirecta;EXPEDIENTE TECNICO;Convenio y/o Contrato Resuelto
N1213;PE;11476;PNSU;65572;2067395;INSTALACION DEL SISTEMA DE AGUA POTABLE Y DESAGUE DE QUICACAN, DISTRITO DE TOMAY KICHWA - AMBO - HUANUCO;MUNICIPALIDAD DISTRITAL DE TOMAY KICHWA;HUANUCO;AMBO;TOMAY KICHWA;564;1202300;Transferencia;Indirecta;OBRA;Concluido
N1214;PE;11476;PNSU;270344;2235793;REHABILITACION Y AMPLIACION DE LA GALERIA DE FILTRACION ALBERTO TOGUCHI ARAKAWA, PROVINCIA DE PISCO, DEPARTAMENTO DE ICA;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE PISCO;ICA;PISCO;PISCO,SAN ANDRES,TUPAC AMARU INCA;129234;10028629.7;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1215;PE;11476;PNSU;89784;2076026;CONSTRUCCION DEL SISTEMA DE AGUA Y DESAGUE DEL C.P PARAISO, DISTRITO DE CHOLON - MARANON - HUANUCO;MUNICIPALIDAD DISTRITAL DE DE CHOLON;HUANUCO;MARAÑON;CHOLON;2298;25675670.32;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1216;PE;11476;PNSU;15245;2022108;CONSTRUCCION DE POZO TUBULAR, EQUIPAMIENTO Y OBRAS GENERALES EN EL DISTRITO DE PARCONA - ICA;EMAPICA;ICA;ICA;PARCONA;27626;614271;Transferencia;Directa;OBRA;Concluido
N1217;PE;11476;PNSU;68580;2068328;CONSTRUCCION DE ALCANTARRILLADO SANITARIO COMUNIDAD CAMPESINA DE GILAPATA, DISTRITO DE SAN MARCOS DE ROCCHAC - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE SAN MARCOS ROCCHAC;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;300;249181;Transferencia;Indirecta;OBRA;Concluido
N1218;PE;11476;PNSU;47317;2229795;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DE ALCANTARILLADO Y LETRINAS DE LA LOCALIDAD DE ANDABAMBA Y CENTROS POBLADOS DE MAYUNMARCA;MUNICIPALIDAD DISTRITAL DE ANDABAMBA;HUANCAVELICA;ACOBAMBA;ANDABAMBA;1971;1225303;Transferencia;Indirecta;OBRA;Concluido
N1219;PE;11476;PNSU;68955;2068479;MEJORAMIENTO DEL SISTEMA DE DESAGUE EN EL SECTOR I DE CHIMBOTE, PROVINCIA DE SANTA - ANCASH;MUNICIPALIDAD PROVINCIAL DE SANTA;ANCASH;SANTA;CHIMBOTE;14064;21545631;Transferencia;Indirecta;OBRA;Concluido
N1220;PE;11476;PNSU;116115;2104947;MEJORAMIENTO Y REHABILITACION DEL SISTEMA DE AGUA POTABLE DEL SECTOR SUR DEL DISTRITO CANOAS DE PUNTA SAL, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD DISTRITAL CANOAS DE PUNTA SAL;TUMBES;CONTRALMIRANTE VILLAR;CANOAS DE PUNTA SAL;5150;6317229.86;Transferencia;Indirecta;OBRA;Convenio y/o Contrato Resuelto
N1221;PE;11476;PNSU;29375;2061279;REHABILITACION DEL SISTEMA DE AGUA Y ALCANTARILLADO DE LA AV. LUNA ARRIETA Y PUERTO DE HUACHO;GOBIERNO REGIONAL LIMA;LIMA;HUAURA;HUACHO;779;850703.83;Transferencia;Indirecta;OBRA;Concluido
N1222;PE;11476;PNSU;219354;2219969;INSTALACIÓN DE LA RED DE AGUA Y DESAGUE EN LAS ASOCIACIONES  LAS AMERICAS SECTOR I PARTE BAJA, LAS AMERICAS SECTOR I EMERGENCIA, SANTA LEONOR Y LA VICTORIA, DISTRITO DE SAN JUAN BAUTISTA-HUAMANGA-AYACUCHO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;AYACUCHO;HUAMANGA;SAN JUAN BAUTISTA;2252;3185815.75;Transferencia;Indirecta;OBRA;Concluido
N1223;PE;11476;PNSU;20044;2026348;SISTEMA DE AGUA POTABLE DEL ANEXO SAN DIONISIO - PAMPA HERMOSA - SATIPO;MUNICIPALIDAD PROVINCIAL DE SATIPO;JUNIN;SATIPO;PAMPA HERMOSA;150;41906;Transferencia;Directa;OBRA;Concluido
N1224;PE;11476;PNSU;325283;2282922;AMPLIACION DE REDES DE ALCANTARILLADO EN EL SECTOR DE CAMINO GRANDE ZONA SUR, DISTRITO DE TATE - ICA - ICA;MUNICIPALIDAD DISTRITAL DE TATE;ICA;ICA;TATE;1716;1421413.39;Transferencia;Indirecta;OBRA;Concluido
N1225;PE;11476;PNSU;53557;2226801;RENOVACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO DE LA CIUDAD DE PISCO-ICA;MUNICIPALIDAD PROVINCIAL DE PISCO;ICA;PISCO;PISCO;76325;12483027;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1226;PE;11476;PNSU;31170;2030775;RENOVACION DE LAS REDES DE ALCANTARILLADO DE LA CUADRA 3 DE LA CALLE SUCRE DE LA PROVINCIA DE TACNA;EPS TACNA S.A.;TACNA;TACNA;TACNA;80;53864.86;Transferencia;Directa;OBRA;Concluido
N1227;PE;11476;PNSU;1879;2030752;AMPLIACION Y MEJORAMIENTO DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE HUARMACA;GOBIERNO REGIONAL PIURA;PIURA;HUANCABAMBA;HUARMACA;4235;5448656;Transferencia;Indirecta;OBRA;Concluido
N1228;PE;11476;PNSU;205037;2154335;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO HISTORICO DE TACNA -TACNA-TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;19434;11780274.28;Transferencia;Indirecta;OBRA;Concluido
N1229;PE;11476;PNSU;333764;2292407;MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO EN EL CC.PP. LA TINGUIÑA ZONA A Y B, EN LA AV. ARMANDO REVOREDO Y LA AV. VICTORIO GOTUZZO, DISTRITO DE LA TINGUINA - ICA - ICA;MUNICIPALIDAD DISTRITAL DE TINGUIÑA;ICA;ICA;LA TINGUIÑA;1770;2015366;Transferencia;Indirecta;OBRA;Concluido
N1230;PE;11476;PNSU;2307711;2307711;AMPLIACION Y MEJORAMIENTO DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO PARACHIQUE - LA BOCANA - DISTRITO DE SECHURA - PROVINCIA DE SECHURA - DEPARTAMENTO DE PIURA;MUNICIPALIDAD PROVINCIAL DE SECHURA;PIURA;SECHURA;SECHURA;25965;57904656.62;Transferencia;Indirecta;OBRA;En Ejecución
