N;CODIGO_PAIS;CODIGO_ENTIDAD;PROGRAMA;CODIGO_SNIP;CODIGO_UNIFICADO;NOMBRE;UNIDAD_EJECUTORA;DEPARTAMENTO;PROVINCIA;DISTRITO;POBLACION_BENEFICIADA_SSP;MONTO_ACTUALIZADO_PIP;MODALIDAD_FINANCIAMIENTO;TIPO_EJECUCION;ETAPA_INVERSION;ESTADO
N1505;PE;11476;PNSU;3101;2017383;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE SATIPO;GOBIERNO REGIONAL JUNIN;JUNIN;SATIPO;SATIPO;22544;60569508.68;Transferencia;Indirecta;OBRA (SALDO);Convenio y/o Contrato Resuelto
N1506;PE;11476;PNSU;36386;2038711;CONSTRUCCION DE LA CAPTACION Y PLANTA DE TRATAMIENTO DE AGUA POTABLE DEL CONO ESTE DE AREQUIPA;GOBIERNO REGIONAL  DE AREQUIPA;AREQUIPA;AREQUIPA;MIRAFLORES,ALTO SELVA ALEGRE,MARIANO MELGAR;17022;3998885;Transferencia;Directa;OBRA;Concluido
N1507;PE;11476;PNSU;298307;2198413;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO DE LOS CENTROS POBLADOS DE HUANCHAQUITO, EL TROPICO Y LAS LOMAS, DISTRITO DE HUANCHACO - TRUJILLO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE HUANCHACO;LA LIBERTAD;TRUJILLO;HUANCHACO;7663;13724931.08;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1508;PE;11476;PNSU;53780;2084698;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, ALCANTARILLADO, TRATAMIENTO DE AGUAS SERVIDAS, DISTRITO DE CARHUAZ, PROVINCIA DE CARHUAZ - ANCASH;MUNICIPALIDAD PROVINCIAL DE CARHUAZ;ANCASH;CARHUAZ;CARHUAZ;8341;31459739.47;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1509;PE;11476;PNSU;29951;2172713;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE JULCAN;MUNICIPALIDAD PROVINCIAL DE JULCAN;JUNIN;JAUJA;JULCAN;814;768372;Transferencia;Indirecta;OBRA;Concluido
N1510;PE;11476;PNSU;48502;2054942;REHABILITACION Y MEJORAMIENTO DE SISTEMA DE AGUA POTABLE, REDES DE DESAGUE Y PLANTA DE TRATAMIENTO LOCALIDAD PHARA, DISTRITO DE PHARA - SANDIA - PUNO;MUNICIPALIDAD DISTRITAL DE PHARA;PUNO;SANDIA;PHARA;2355;1992764;Transferencia;Directa;OBRA;Concluido
N1511;PE;11476;PNSU;146406;2217018;RENOVACION DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO EN LA JUNTA VECINAL LA VICTORIA DE LA CIUDAD DE TACNA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA S.A.;TACNA;TACNA;TACNA;2615;2871841.55;Transferencia;Directa;OBRA;Concluido
N1512;PE;11476;PNSU;36220;2045291;ACTUALIZACION DE LA CARTOGRAFIA, CATASTRO DE CLIENTES, CATASTRO DE REDES DE LOS DISTRITOS DE HUANCAYO, EL TAMBO, CHILCA Y ADMINISTRACIONES DE SEDAM HUANCAYO SA;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO MUNICIPAL DE HUANCAYO;JUNIN;HUANCAYO;HUANCAYO;436578;1128000;Transferencia;Directa;OBRA;Concluido
N1513;PE;11476;PNSU;48958;2064910;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE ARICAPAMPA, PROVINCIA DE SANCHEZ CARRION - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE COCHORCO;LA LIBERTAD;SANCHEZ CARRION;COCHORCO;1110;1676295;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1514;PE;11476;PNSU;83143;2073619;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE CAMPO AMOR, PROVINCIA DE ZARUMILLA - TUMBES  (SALDO DE OBRA);MUNICIPALIDAD PROVINCIAL DE ZARUMILLA;TUMBES;ZARUMILLA;ZARUMILLA;8504;10101817;Transferencia;Indirecta;OBRA (Expediente Saldo);En elaboración
N1515;PE;11476;PNSU;65101;2067268;MEJORAMIENTO Y AMPLIACION INTEGRAL DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE LAMBAYEQUE, PROVINCIA DE LAMBAYEQUE - LAMBAYEQUE;MUNICIPALIDAD PROVINCIAL DE LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;51337;72916139.48;Transferencia;Indirecta;OBRA;Concluido
N1516;PE;11476;PNSU;294467;2244654;MEJORAMIENTO, AMPLIACION DEL SERVICIO DE AGUA POTABLE Y DESAGUE EN EL ASENTAMIENTO HUMANO EL PARAISO, DISTRITO DE LA JOYA - AREQUIPA - AREQUIPA;MUNICIPALIDAD DISTRITAL DE LA JOYA;AREQUIPA;AREQUIPA;LA JOYA;1250;2694637.72;Transferencia;Indirecta;OBRA;Concluido
N1517;PE;11476;PNSU;12759;2022696;MEJORAMIENTO DEL SISTEMA Y OPTIMIZACION DEL SERVICIO DE AGUA POTABLE DE LA LOCALIDAD DE LA BANDA DE SHILCAYO Y BARRIO HUAYCO DE TARAPOTO;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE SAN MARTIN S.A.;SAN MARTIN;SAN MARTIN;TARAPOTO,LA BANDA DE SHILCAYO;32990;5941283;Transferencia;Indirecta;OBRA;Concluido
N1518;PE;11476;PNSU;32393;2036297;INSTALACION SISTEMA DE AGUA POTABLE DE LA LOCALIDAD DE YANAG, PROVINCIA DE HUANUCO - HUANUCO.;GOBIERNO REGIONAL HUANUCO;HUANUCO;HUANUCO;PILLCO MARCA;730;361934;Transferencia;Directa;OBRA;Concluido
N1519;PE;11476;PNSU;36385;2038750;CONSTRUCCION DEL RESERVORIO N45 EN ALTO CAYMA, CAYMA - AREQUIPA Componentes: Instalación de la Línea de Aducción, Instalación de las Redes Primarias, Instalación de las Redes Secundarias y Conexiones Domiciliarias de Agua.;MUNICIPALIDAD DISTRITAL DE CAYMA;AREQUIPA;AREQUIPA;CAYMA;14644;5147989;Transferencia;Indirecta;OBRA;Concluido
N1520;PE;11476;PNSU;50124;2054303;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DE DESAGUE - COMUNIDAD LOS NOGALES DISTRITO DE COLCABAMBA, PROVINCIA DE TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;HUANCAVELICA;TAYACAJA;COLCABAMBA;912;410094;Transferencia;Indirecta;OBRA;Concluido
N1521;PE;11476;PNSU;92170;2084780;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO SANTA ELENA, PROVINCIA DE VIRU - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE VIRU;LA LIBERTAD;VIRU;VIRU;1360;4828488.64;Transferencia;Indirecta;OBRA;Concluido
N1522;PE;11476;PNSU;158850;2143218;REHABILITACION , MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO, EN LA LOCALIDAD DE QUEROBAMBA, DISTRITO DE QUEROBAMBA, PROVINCIA DE SUCRE - AYACUCHO;MUNICIPALIDAD PROVINCIAL DE SUCRE - QUEROBAMBA;AYACUCHO;SUCRE;QUEROBAMBA;2285;3154384.87;Transferencia;Indirecta;OBRA;Paralizada
N1523;PE;11476;PNSU;71974;2078291;INSTALACIÓN DE REDES PRIMARIAS Y SECUNDARIAS DEL SISTEMA AGUA POTABLE Y ALCANTARILLADO DE LAS PARTES ALTAS DEL DISTRITO DE MARIANO MELGAR -PROVINCIA DE AREQUIPA;MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR;AREQUIPA;AREQUIPA;MARIANO MELGAR;23190;54460917.51;Transferencia;Indirecta;OBRA (SALDO);Concluido
N1524;PE;11476;PNSU;51297;2059993;REHABILITACION Y AMPLIACION DE SISTEMA DE AGUA POTABLE Y DESAGUE DE BAÑOS, PROVINCIA DE LAURICOCHA - HUANUCO;MUNICIPALIDAD DISTRITAL DE BAÑOS;HUANUCO;LAURICOCHA;BAÑOS;1560;2582013.36;Transferencia;Indirecta;OBRA;Concluido
N1525;PE;11476;PNSU;3901;2030714;PROYECTO INTEGRADO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD LA PECA;REGION AMAZONAS- GERENCIA SUB REGIONAL BAGUA ;AMAZONAS;BAGUA;LA PECA;3562;6520530.55;Transferencia;Indirecta;OBRA;Paralizada
N1526;PE;11476;PNSU;240595;2217534;AMPLIACION Y REHABILITACIÓN DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO EN LA ASOCIACIÓN BASILIO AUQUI DEL DISTRITO DE AYACUCHO, PROVINCIA DE HUAMANGA - AYACUCHO;MUNICIPALIDAD PROVINCIAL DE HUAMANGA;AYACUCHO;HUAMANGA;AYACUCHO;1758;973993.98;Transferencia;Directa;OBRA;Concluido
N1527;PE;11476;PNSU;252131;2199688;MEJORAMIENTO DEL SISTEMA DE EVACUACION DE AGUAS PLUVIALES DEL AA.HH. SANTO CRISTO DE BAGAZAN, DISTRITO DE BELEN - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE BELEN;LORETO;MAYNAS;BELEN;8765;511333.32;Transferencia;Indirecta;OBRA;Concluido
N1528;PE;11476;PNSU;15910;2019443;INSTALACIÓN DE REDES DE DESAGÜE, CONEXIONES DOMICILIARIAS Y EDUCACIÓN SANITARIA EN U.V. CUNCATACA DEL DISTRITO Y PROVINCIA ANDAHUAYLAS.;MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;972;394181;Transferencia;Directa;OBRA;Concluido
N1529;PE;11476;PNSU;15436;2023334;AMPLIACION DEL SISTEMA DE ABASTECIMIENTO DE AGUA POTABLE EN EL DISTRITO DE YARABAMBA - AREQUIPA;MUNICIPALIDAD PROVINCIAL DE AREQUIPA;AREQUIPA;AREQUIPA;YARABAMBA;960;420842.15;Transferencia;Indirecta;OBRA;Concluido
N1530;PE;11476;PNSU;59616;2065812;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DE LA LOCALIDAD DE ANTIL, DISTRITO DE SAN PEDRO DE CHAULAN - HUANUCO - HUANUCO;MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CHAULAN;HUANUCO;HUANUCO;SAN PEDRO DE CHAULAN;720;1189622;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1531;PE;11476;PNSU;302146;2319126;MEJORAMIENTO DEL SERVICIO DE SANEAMIENTO BASICO EN LAS AVENIDAS PANAMERICANA Y GRAU DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;12342;1062115.07;Transferencia;;OBRA;Actos Previos
N1532;PE;11476;PNSU;60558;2054292;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE DESAGUE EN LA LOCALIDAD DE MACUSANI, PROVINCIA DE CARABAYA - PUNO;MUNICIPALIDAD PROVINCIAL DE CARABAYA;PUNO;CARABAYA;MACUSANI;5308;6422387.97;Transferencia;Indirecta;OBRA;Concluido
N1533;PE;11476;PNSU;54058;2050355;MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE E INSTALACIÓN DEL SISTEMA DE ALCANTARILLADO Y TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE ROCCO, DISTRITO DE YANAHUANCA, PROVINCIA DE DANIEL ALCIDES CARRION - PASCO;MUNICIPALIDAD PROVINCIAL DE DANIEL CARRION - YANAHUANCA;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;1282;3235792.31;Transferencia;Indirecta;OBRA;Concluido
N1534;PE;11476;PNSU;134749;2111443;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y SANEAMIENTO EN LA CIUDAD DE OXAMARCA Y ALEDAÑOS;MUNICIPALIDAD DISTRITAL DE OXAMARCA;CAJAMARCA;CELENDIN;OXAMARCA;770;2926004.94;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1535;PE;11476;PNSU;31006;2030757;MEJORAMIENTO, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE NARANJOS, DISTRITO DE PARDO MIGUEL - RIOJA - SAN MARTIN;MUNICIPALIDAD DISTRITAL DE PARDO MIGUEL;SAN MARTIN;RIOJA;PARDO MIGUEL;9973;96438024.37;Transferencia;Indirecta;OBRA (Expediente Saldo);En elaboración
N1536;PE;11476;PNSU;52014;2065119;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y CONSTRUCCION DEL SISTEMA DE ALCANTARILLADO DEL CENTRO POBLADO LA PALMA DEL DISTRITO DE PAPAYAL, PROVINCIA DE ZARUMILLA - TUMBES;MUNICIPALIDAD DISTRITAL DE PAPAYAL;TUMBES;ZARUMILLA;PAPAYAL;1848;3738107;Transferencia;Indirecta;OBRA;Concluido
N1537;PE;11476;PNSU;75125;2085556;MEJORAMIENTO DE LA ESTACIÓN DE BOMBEO EL ARENAL DEL EJE ARENAL- PAITA, PAITA;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO GRAU S.A.;PIURA;PAITA;PAITA;54808;3459981;Transferencia;Indirecta;OBRA;Concluido
N1538;PE;11476;PNSU;280758;2197203;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE E INSTALACION DEL SERVICIO DE ALCANTARILLADO EN EL CASERIO DE CRUZ BLANCA, DISTRITO DE PAMPAS DE HOSPITAL, PROVINCIA DE TUMBES - TUMBES;MUNICIPALIDAD DISTRITAL DE PAMPAS DE HOSPITAL;TUMBES;TUMBES;PAMPAS DE HOSPITAL;1307;2161200.74;Transferencia;Indirecta;OBRA;Concluido
N1539;PE;11476;PNSU;187714;2148933;INSTALACION DEL SISTEMA DE ALCANTARILLADO DEL BARRIO CARDON DEL C.P.M DE SAN IGNACIO, DISTRITO DE SINSICAP - OTUZCO - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE SINSICAP;LA LIBERTAD;OTUZCO;SINSICAP;175;179424.41;Transferencia;Indirecta;OBRA;Concluido
N1540;PE;11476;PNSU;279730;2235781;INSTALACION DEL SERVICIO DE TRATAMIENTO DE AGUAS RESIDUALES EN LA LOCALIDAD DE HUMAY, DISTRITO DE HUMAY, PROVINCIA DE PISCO - ICA;EMPRESA MUNICIPAL DE SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE PISCO;ICA;PISCO;HUMAY;1255;2245961;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1541;PE;11476;PNSU;13182;2024440;CONSTRUCCION DEL SISTEMA DE DRENAJE DE LA CIUDAD DE HUANUCO;MUNICIPALIDAD PROVINCIAL DE HUANUCO;HUANUCO;HUANUCO;HUANUCO;72642;42108998;Transferencia;Indirecta;OBRA;Concluido
N1542;PE;11476;PNSU;77314;2092481;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO Y DISPOSICION FINAL DE LAS LOCALIDADES DE SUPE Y SAN NICOLAS DEL DISTRITO DE SUPE - BARRANCA;EPS EMAPA BARRANCA (INICIALMENTE MD DE SUPE);LIMA;BARRANCA;SUPE,SUPE PUERTO;17690;14822041.81;Transferencia;Indirecta;OBRA;Paralizada
N1543;PE;11476;PNSU;44919;2054978;MEJORAMIENTO DEL SISTEMA DE EVACUACION FINAL - SIFON INVETRTIDO LOS PELICANOS, PROVINCIA DE SANTA - ANCASH;EMPRESA DE SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE CHIMBOTE, CASMA Y HUARMEY;ANCASH;SANTA;NUEVO CHIMBOTE;65993;2654396;Transferencia;Indirecta;OBRA;Concluido
N1544;PE;11476;PNSU;69316;0;CAMBIO Y REUBICACION DEL COLECTOR ARGENTINA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;LIMA;9133;3589908.92;Transferencia;Indirecta;OBRA;Concluido
N1545;PE;11476;PNSU;5806;2031492;INSTALACION DE UN SISTEMA DE ALCANTARILLADO EN LA LOCALIDAD DE RUMISAPA;GOBIERNO REGIONAL SAN MARTIN;SAN MARTIN;LAMAS;RUMISAPA;0;785962;Transferencia;Directa;OBRA;Concluido
N1546;PE;11476;PNSU;102416;2092734;CONSTRUCCION DEL DESAGUE,TANQUE IMHOFF, FILTRO BIOLOGICO DE YANAG, CENTRO POBLADO MENOR CORAZON DE JESUS, DISTRITO DE PILLCO MARCA - HUANUCO - HUANUCO;MUNICIPALIDAD DISTRITAL DE PILLCO MARCA;HUANUCO;HUANUCO;PILLCO MARCA;6360;9967685.42;Transferencia;Indirecta;OBRA;Concluido
N1547;PE;11476;PNSU;375357;2336311;MEJORAMIENTO DEL SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LAS PRINCIPALES CALLES DEL A. H. JOSE OLAYA, H. U. ROSITA Y A. H. 28 DE JULIO, DISTRITO DE CALLERIA, PROVINCIA DE CORONEL PORTILLO - UCAYALI;MUNICIPALIDAD PROVINCIAL DE CORONEL PORTILLO;UCAYALI;CORONEL PORTILLO;CALLERIA;1848;4479818.83;Transferencia;Indirecta;OBRA;Concluido
N1548;PE;11476;PNSU;146601;2176496;RECONSTRUCCION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA LOCALIDAD DE MOCUPE, DISTRITO DE LAGUNAS - CHICLAYO - LAMBAYEQUE;MUNICIPALIDAD DISTRITAL DE LAGUNAS;LAMBAYEQUE;CHICLAYO;LAGUNAS;5401;19286560.2;Transferencia;Indirecta;OBRA;Concluido
N1549;PE;11476;PNSU;140368;2129393;REHABILITACION, AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO CENTRO POBLADO CHICAMA, DISTRITO DE CHICAMA - ASCOPE - LA LIBERTAD;MUNICIPALIDAD DISTRITAL DE CHICAMA;LA LIBERTAD;ASCOPE;CHICAMA;15964;12807993.64;Transferencia;Indirecta;OBRA;Concluido
N1550;PE;11476;PNSU;115042;2096009;AMPLIACION Y MEJORAMIENTO SANEAMIENTO INTEGRAL AGUA Y DESAGUE DE LA LOCALIDAD DE SUNE, DISTRITO DE TINTAY PUNCU - TAYACAJA - HUANCAVELICA;MUNICIPALIDAD DISTRITAL DE TINTAY PUNCU;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;720;860690;Transferencia;Indirecta;OBRA;Concluido
N1551;PE;11476;PNSU;39729;2052222;INSTALACION DEL SISTEMA DE AGUA POTABLE, ALCANTARILLADO SANITARIO Y LETRINAS SANITARIAS EN SECTOR SAN BERNARDO-PAMPA DEL CARMEN-LA MERCED, PROVINCIA DE CHANCHAMAYO - JUNIN;MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO;JUNIN;CHANCHAMAYO;CHANCHAMAYO;96;182010;Transferencia;Directa;OBRA;Concluido
N1552;PE;11476;PNSU;66087;2086798;CONSTRUCCION DE LINEA DE CONDUCCION DE AGUA CRUDA CANAL CHIRA A CAPTACION EL ARENAL PAITA - PIURA.;ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO GRAU S.A.;PIURA;PAITA;ARENAL;195959;1773754;Transferencia;Indirecta;OBRA;Concluido
N1553;PE;11476;PNSU;73978;2059011;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO PREVISTO, PROVINCIA DE PADRE ABAD - UCAYALI;MUNICIPALIDAD PROVINCIAL DE PADRE ABAD;UCAYALI;PADRE ABAD;PADRE ABAD;654;1169899.5;Transferencia;Indirecta;OBRA;Concluido
N1554;PE;11476;PNSU;45565;2061281;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL AA.HH. TOMA Y CALLA - DISTRITO DE SANTA MARIA;GOBIERNO REGIONAL LIMA;LIMA;HUAURA;VEGUETA;1026;320982;Transferencia;Indirecta;OBRA;Concluido
N1555;PE;11476;PNSU;45097;2041038;AMPLIACION RED DE AGUA POTABLE Y ALCANTARILLADO SECTOR LOS JARDINES II ETAPA;EMPRESA MUNICIPAL DE LOS SERVICIOS DE AGUA POTABLE Y ALCANTARILLADO DE HUARAL S.A.;LIMA;HUARAL;HUARAL;195;137683;Transferencia;Directa;OBRA;Concluido
N1556;PE;11476;PNSU;36311;2032215;AMPLIACION RED DE ALCANTARILLADO AV. CELESTINO VARGAS KMS. 8 Y 9, DISTRITO DE POCOLLAY - TACNA - TACNA;MUNICIPALIDAD DISTRITAL DE POCOLLAY;TACNA;TACNA;POCOLLAY;210;230223;Transferencia;Directa;OBRA;Concluido
N1557;PE;11476;PNSU;51881;2065105;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO PUCARA, DISTRITO DE PUCARA - JAEN - CAJAMARCA (Etapa II);MUNICIPALIDAD DISTRITAL DE PUCARA;CAJAMARCA;JAEN;PUCARA;4763;10108531.02;Transferencia;Directa;OBRA;Concluido
N1558;PE;11476;PNSU;148935;2128590;MEJORAMIENTO  Y AMPLIACIÓN DE LAS REDES DE DISTRIBUCIÓN Y CONEXIONES DOMICILIARIAS DE LA LOCALIDAD DE TAYABAMBA,  DISTRITO TAYABAMBA, PROVINCIA DE PATAZ - LA LIBERTAD;MUNICIPALIDAD PROVINCIAL DE PATAZ;LA LIBERTAD;PATAZ;TAYABAMBA;4207;12270676.26;Transferencia;Indirecta;OBRA;Concluido
N1559;PE;11476;PNSU;73990;2059012;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO BOQUERON, PROVINCIA DE PADRE ABAD - UCAYALI;MUNICIPALIDAD PROVINCIAL DE PADRE ABAD;UCAYALI;PADRE ABAD;PADRE ABAD;3150;6731714.08;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1560;PE;11476;PNSU;274036;2202303;INSTALACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO DE LAS LOCALIDADES DE MATAPALO Y QUEBRADA SECA DEL DISTRITO DE MATAPALO, PROVINCIA DE ZARUMILLA - TUMBES;MUNICIPALIDAD DISTRITAL DE MATAPALO;TUMBES;ZARUMILLA;MATAPALO;1995;6970367.81;Transferencia;Indirecta;OBRA;Actos Previos
N1561;PE;11476;PNSU;282147;2196622;MEJORAMIENTO DEL SERVICIO DE ALCANTARILLADO DE LA LOCALIDAD DE BOCAPAN DEL DISTRITO DE ZORRITOS, PROVINCIA DE CONTRALMIRANTE VILLAR - TUMBES;MUNICIPALIDAD PROVINCIAL DE CONTRALMIRANTE VILLAR;TUMBES;CONTRALMIRANTE VILLAR;ZORRITOS;1650;5237680.79;Transferencia;Indirecta;OBRA;Paralizada
N1562;PE;11476;PNSU;370736;2331397;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO SANITARIO EN EL SECTOR DE WAYCHAOPAMPA PARTE ALTA Y BARRIO ANDAMARCA DE LA COMUNIDAD CAMPESINA ANDAMARCA, DISTRITO DE AYACUCHO, PROVINCIA DE HUAMANGA - AYACUCHO;MUNICIPALIDAD PROVINCIAL DE HUAMANGA;AYACUCHO;HUAMANGA;AYACUCHO;1238;2935835.72;Transferencia;Indirecta;OBRA;Concluido
N1563;PE;11476;PNSU;76046;0;REHABILITACION DE REDES SECUNDARIAS Y CONEXIONES DOMICILIARIAS DE ALCANTARILLADO EN LA URB. APV NARANJAL – INDEPENDENCIA;SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA S.A. - SEDAPAL S.A.;LIMA;LIMA;INDEPENDENCIA;8863;5996818.59;Transferencia;Indirecta;OBRA;Concluido
N1564;PE;11476;PNSU;83440;2078972;MEJORAMIENTO Y AMPLIACION DE LOS SISTEMAS DE AGUA POTABLE, DESAGUE Y ALCANTARILLADO DE  LA CIUDAD DE LLATA, PROVINCIA DE HUAMALIES - HUANUCO;REGION HUANUCO-SEDE CENTRAL;HUANUCO;HUAMALIES;LLATA;5077;33887210.39;Transferencia;Indirecta;OBRA;Concluido
N1565;PE;11476;PNSU;337890;2300694;INSTALACION DEL SISTEMA DE ALCANTARILLADO DE AGUAS PLUVIALES, EN LAS CALLES BELLO HORIZONTE, LOS HUAYRUROS, GUEPPI Y LOS PAUJILES, A.H. BELLO HORIZONTE, DISTRITO DE SAN JUAN BAUTISTA - MAYNAS - LORETO;MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA;LORETO;MAYNAS;SAN JUAN BAUTISTA;2522;7613607.42;Transferencia;Indirecta;OBRA;En Ejecución
N1566;PE;11476;PNSU;113152;2091196;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO EN LA CIUDAD DE CONCEPCIÓN Y 9 DE JULIO, DISTRITO DE CONCEPCION Y 9 DE JULIO, PROVINCIA DE CONCEPCION - JUNIN;MUNICIPALIDAD PROVINCIAL DE CONCEPCION;JUNIN;CONCEPCION;CONCEPCION;18192;12367320;Transferencia;Indirecta;OBRA;Convenio y/o Contrato Resuelto
N1567;PE;11476;PNSU;4556;2022748;MEJORAMIENTO, REHABILITACION Y AMPLIACION DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE AMBO;GOBIERNO REGIONAL HUANUCO;HUANUCO;AMBO;AMBO;9814;42773253.57;Transferencia;Indirecta;EXPEDIENTE TECNICO;Concluido
N1568;PE;11476;PNSU;267845;2238316;MEJORAMIENTO DE LAS REDES DE AGUA POTABLE Y ALCANTARILLADO CON CONEXIONES DOMICILIARIAS DE LAS CALLES COMPRENDIDAS DENTRO DEL PERIMETRO AV. MIGUEL GRAU, CA. MANUEL MESONES MURO, CA. INCA ROCA Y AV. GRAN CHIMU, DISTRITO DE LA VICTORIA - CHICLAYO - LAMBAYEQ;MUNICIPALIDAD DISTRITAL DE LA VICTORIA;LAMBAYEQUE;CHICLAYO;LA VICTORIA;12012;8894626.9;Transferencia;Indirecta;OBRA;Concluido
N1569;PE;11476;PNSU;188940;2148924;AMPLIACION Y MEJORAMIENTO DEL SAP Y LETRINAS SANITARIAS ORCCOHUASI, CHACAPUQUIO, DISTRITO DE SAN JOSE DE TICLLAS - HUAMANGA - AYACUCHO;MUNICIPALIDAD DISTRITAL DE SAN JOSE DE TICLLAS;AYACUCHO;HUAMANGA;SAN JOSE DE TICLLAS;420;232168.66;Transferencia;Directa;OBRA;Concluido
